Latitude (decimal degrees):	-27.431
Longitude (decimal degrees):	32.066
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230117:0503,95.82,164.57,7.82,22.54,24.87,2.41,0.0
20230117:0603,339.66,145.36,16.69,35.65,27.02,2.62,0.0
20230117:0703,459.44,127.86,23.23,48.93,29.0,2.34,0.0
20230117:0803,496.36,153.19,27.53,62.21,31.09,2.34,0.0
20230117:0903,579.76,119.21,31.31,75.09,32.81,2.48,0.0
20230117:1003,593.11,118.93,32.31,83.31,34.41,2.76,0.0
20230117:1103,562.17,130.42,30.84,74.48,35.2,2.97,0.0
20230117:1203,511.72,136.24,27.56,61.56,35.53,3.1,0.0
20230117:1303,325.41,223.01,20.77,48.27,35.49,3.45,0.0
20230117:1403,153.14,236.31,13.12,35.0,34.45,4.21,0.0
20230117:1503,166.78,144.21,8.76,21.89,32.23,5.17,0.0
20230117:1603,142.6,66.09,3.46,9.08,29.96,4.97,0.0
20230117:1703,0.0,0.0,0.0,0.0,28.07,3.79,0.0
20230117:1803,0.0,0.0,0.0,0.0,26.91,3.03,0.0
20230117:1903,0.0,0.0,0.0,0.0,26.32,3.03,0.0
20230117:2003,0.0,0.0,0.0,0.0,25.59,2.83,0.0
20230117:2103,0.0,0.0,0.0,0.0,25.0,2.69,0.0
20230117:2203,0.0,0.0,0.0,0.0,24.56,2.62,0.0
20230117:2303,0.0,0.0,0.0,0.0,24.37,2.07,0.0
20230118:0003,0.0,0.0,0.0,0.0,24.43,2.07,0.0
20230118:0103,0.0,0.0,0.0,0.0,24.7,2.97,0.0
20230118:0203,0.0,0.0,0.0,0.0,24.72,2.55,0.0
20230118:0303,0.0,0.0,0.0,0.0,24.76,2.48,0.0
20230118:0403,2.03,39.5,1.38,9.55,24.87,2.55,0.0
20230118:0503,23.64,146.29,5.56,22.39,25.83,3.31,0.0
20230118:0603,115.02,248.3,12.33,35.51,27.71,3.59,0.0
20230118:0703,415.72,153.66,22.35,48.79,30.18,3.79,0.0
20230118:0803,330.29,277.84,24.34,62.07,32.49,4.28,0.0
20230118:0903,404.3,258.12,27.94,74.92,34.54,4.48,0.0
20230118:1003,431.54,247.49,29.17,83.12,35.67,4.62,0.0
20230118:1103,207.41,395.46,23.29,74.45,36.74,4.69,0.0
20230118:1203,412.66,210.7,25.75,61.56,37.19,4.83,0.0
20230118:1303,317.37,222.71,20.5,48.28,37.2,4.83,0.0
20230118:1403,282.24,169.74,15.41,35.0,36.37,4.9,0.0
20230118:1503,235.53,113.73,9.58,21.89,34.8,5.03,0.0
20230118:1603,107.9,66.63,3.13,9.06,32.58,4.83,0.0
20230118:1703,0.0,0.0,0.0,0.0,30.16,4.34,0.0
20230118:1803,0.0,0.0,0.0,0.0,28.49,4.14,0.0
20230118:1903,0.0,0.0,0.0,0.0,27.57,3.59,0.0
20230118:2003,0.0,0.0,0.0,0.0,26.76,3.45,0.0
20230118:2103,0.0,0.0,0.0,0.0,26.17,3.24,0.0
20230118:2203,0.0,0.0,0.0,0.0,25.76,3.03,0.0
20230118:2303,0.0,0.0,0.0,0.0,25.43,2.83,0.0
20230119:0003,0.0,0.0,0.0,0.0,25.13,2.76,0.0
20230119:0103,0.0,0.0,0.0,0.0,24.88,2.76,0.0
20230119:0203,0.0,0.0,0.0,0.0,24.64,2.83,0.0
20230119:0303,0.0,0.0,0.0,0.0,24.49,2.83,0.0
20230119:0403,61.11,69.35,2.84,9.39,24.9,2.55,0.0
20230119:0503,250.82,110.77,10.02,22.24,26.56,3.66,0.0
20230119:0603,369.99,117.39,16.99,35.37,28.91,4.07,0.0
20230119:0703,470.8,112.4,23.34,48.66,31.44,4.41,0.0
20230119:0803,525.16,120.12,27.88,61.93,34.18,4.55,0.0
20230119:0903,566.36,119.89,30.93,74.75,36.4,4.55,0.0
20230119:1003,579.59,120.39,31.95,82.91,38.13,4.34,0.0
20230119:1103,540.42,138.66,30.34,74.41,39.23,4.21,0.0
20230119:1203,507.7,130.71,27.41,61.56,39.53,4.07,0.0
20230119:1303,418.17,146.56,22.23,48.28,39.64,4.21,0.0
20230119:1403,359.64,119.56,16.61,35.0,38.61,4.69,0.0
20230119:1503,240.54,110.77,9.67,21.88,36.41,5.17,0.0
20230119:1603,128.29,65.12,3.31,9.04,33.88,4.83,0.0
20230119:1703,0.0,0.0,0.0,0.0,31.73,4.07,0.0
20230119:1803,0.0,0.0,0.0,0.0,30.19,3.45,0.0
20230119:1903,0.0,0.0,0.0,0.0,28.66,3.38,0.0
20230119:2003,0.0,0.0,0.0,0.0,27.74,3.03,0.0
20230119:2103,0.0,0.0,0.0,0.0,26.97,2.69,0.0
20230119:2203,0.0,0.0,0.0,0.0,26.4,2.21,0.0
20230119:2303,0.0,0.0,0.0,0.0,25.94,1.72,0.0
20230120:0003,0.0,0.0,0.0,0.0,25.38,1.45,0.0
20230120:0103,0.0,0.0,0.0,0.0,24.74,1.17,0.0
20230120:0203,0.0,0.0,0.0,0.0,24.17,0.97,0.0
20230120:0303,0.0,0.0,0.0,0.0,23.87,0.9,0.0
20230120:0403,6.15,48.8,1.73,9.24,23.9,0.83,0.0
20230120:0503,2.14,109.36,3.81,22.09,26.04,1.17,0.0
20230120:0603,2.45,178.36,6.21,35.23,28.11,1.31,0.0
20230120:0703,14.12,286.13,10.4,48.52,31.19,1.79,0.0
20230120:0803,281.35,311.67,23.4,61.79,33.35,1.93,0.0
20230120:0903,430.31,235.02,28.59,74.58,35.31,2.07,0.0
20230120:1003,440.83,238.5,29.52,82.7,36.86,2.34,0.0
20230120:1103,288.68,345.53,25.57,74.36,37.89,2.55,0.0
20230120:1203,342.93,264.76,24.6,61.56,38.3,3.1,0.0
20230120:1303,419.52,146.09,22.38,48.28,38.02,3.86,0.0
20230120:1403,283.09,169.07,15.55,35.0,36.47,4.83,0.0
20230120:1503,246.52,107.84,9.78,21.86,34.05,5.03,0.0
20230120:1603,135.91,65.05,3.4,9.01,31.26,4.21,0.0
20230120:1703,0.0,0.0,0.0,0.0,28.8,2.97,0.0
20230120:1803,0.0,0.0,0.0,0.0,27.14,2.14,0.0
20230120:1903,0.0,0.0,0.0,0.0,26.26,1.59,0.0
20230120:2003,0.0,0.0,0.0,0.0,25.29,1.03,0.0
20230120:2103,0.0,0.0,0.0,0.0,24.51,0.76,0.0
20230120:2203,0.0,0.0,0.0,0.0,24.29,0.76,0.0
20230120:2303,0.0,0.0,0.0,0.0,24.18,0.55,0.0
20230121:0003,0.0,0.0,0.0,0.0,24.04,0.48,0.0
20230121:0103,0.0,0.0,0.0,0.0,24.07,0.48,0.0
20230121:0203,0.0,0.0,0.0,0.0,23.64,0.62,0.0
20230121:0303,0.0,0.0,0.0,0.0,23.49,0.76,0.0
20230121:0403,84.45,70.18,3.05,9.08,23.19,0.76,0.0
20230121:0503,235.61,116.99,9.84,21.95,25.33,1.1,0.0
20230121:0603,373.55,115.05,17.16,35.09,27.6,1.24,0.0
20230121:0703,468.93,113.44,23.49,48.38,29.58,1.38,0.0
20230121:0803,529.76,118.26,28.26,61.65,31.8,1.38,0.0
20230121:0903,563.97,123.04,31.19,74.41,33.8,1.59,0.0
20230121:1003,585.55,116.84,32.39,82.48,35.39,1.93,0.0
20230121:1103,555.39,128.22,30.96,74.31,36.48,2.34,0.0
20230121:1203,513.79,127.9,27.85,61.54,37.01,2.83,0.0
20230121:1303,439.78,132.22,22.87,48.28,36.82,3.45,0.0
20230121:1403,347.28,128.95,16.64,34.99,35.82,4.0,0.0
20230121:1503,250.24,106.81,9.9,21.84,33.85,4.48,0.0
20230121:1603,112.27,66.22,3.19,8.98,31.07,4.34,0.0
20230121:1703,0.0,0.0,0.0,0.0,28.27,3.66,0.0
20230121:1803,0.0,0.0,0.0,0.0,26.45,2.97,0.0
20230121:1903,0.0,0.0,0.0,0.0,25.54,2.34,0.0
20230121:2003,0.0,0.0,0.0,0.0,24.89,1.79,0.0
20230121:2103,0.0,0.0,0.0,0.0,24.42,1.72,0.0
20230121:2203,0.0,0.0,0.0,0.0,24.06,1.66,0.0
20230121:2303,0.0,0.0,0.0,0.0,23.6,1.66,0.0
20230122:0003,0.0,0.0,0.0,0.0,23.71,1.86,0.0
20230122:0103,0.0,0.0,0.0,0.0,23.53,1.72,0.0
20230122:0203,0.0,0.0,0.0,0.0,23.39,1.79,0.0
20230122:0303,0.0,0.0,0.0,0.0,23.27,1.72,0.0
20230122:0403,118.06,67.29,3.28,8.92,23.24,1.79,0.0
20230122:0503,246.59,109.48,9.93,21.8,24.91,2.21,0.0
20230122:0603,370.32,114.8,17.1,34.95,26.93,2.21,0.0
20230122:0703,465.41,113.18,23.43,48.24,29.3,2.21,0.0
20230122:0803,519.61,122.32,28.06,61.5,31.72,2.14,0.0
20230122:0903,560.79,122.74,31.16,74.23,33.87,2.14,0.0
20230122:1003,582.85,116.52,32.39,82.26,35.63,2.28,0.0
20230122:1103,552.72,127.88,30.96,74.25,36.79,2.48,0.0
20230122:1203,511.18,127.55,27.85,61.52,37.3,2.97,0.0
20230122:1303,413.55,150.49,22.49,48.26,36.95,3.66,0.0
20230122:1403,313.63,149.51,16.17,34.97,35.61,4.21,0.0
20230122:1503,283.62,92.68,10.43,21.82,33.31,4.62,0.0
20230122:1603,64.1,65.41,2.72,8.94,30.51,4.28,0.0
20230122:1703,0.0,0.0,0.0,0.0,27.97,3.45,0.0
20230122:1803,0.0,0.0,0.0,0.0,26.32,2.9,0.0
20230122:1903,0.0,0.0,0.0,0.0,25.42,2.41,0.0
20230122:2003,0.0,0.0,0.0,0.0,24.78,1.66,0.0
20230122:2103,0.0,0.0,0.0,0.0,24.29,1.17,0.0
20230122:2203,0.0,0.0,0.0,0.0,23.72,0.97,0.0
20230122:2303,0.0,0.0,0.0,0.0,23.69,0.69,0.0
20230123:0003,0.0,0.0,0.0,0.0,23.75,0.55,0.0
20230123:0103,0.0,0.0,0.0,0.0,23.7,0.62,0.0
20230123:0203,0.0,0.0,0.0,0.0,23.91,0.76,0.0
20230123:0303,0.0,0.0,0.0,0.0,23.49,0.76,0.0
20230123:0403,79.14,66.47,2.87,8.76,23.95,0.76,0.0
20230123:0503,223.52,116.18,9.55,21.65,24.96,0.76,0.0
20230123:0603,330.81,132.9,16.31,34.81,26.63,0.34,0.0
20230123:0703,367.78,179.71,21.62,48.11,28.62,0.07,0.0
20230123:0803,474.12,150.78,27.06,61.36,30.81,0.69,0.0
20230123:0903,548.91,123.71,30.75,74.05,32.78,1.24,0.0
20230123:1003,570.94,117.5,31.98,82.02,34.37,1.86,0.0
20230123:1103,532.13,136.4,30.4,74.18,35.36,2.76,0.0
20230123:1203,366.61,239.5,25.13,61.5,35.47,3.59,0.0
20230123:1303,411.2,145.0,22.32,48.25,34.73,4.07,0.0
20230123:1403,86.75,246.71,11.42,34.95,33.28,4.48,0.0
20230123:1503,93.9,155.1,7.53,21.79,30.64,4.55,0.0
20230123:1603,63.75,64.32,2.69,8.89,28.5,4.07,0.0
20230123:1703,0.0,0.0,0.0,0.0,26.97,3.52,0.0
20230123:1803,0.0,0.0,0.0,0.0,25.86,2.9,0.0
20230123:1903,0.0,0.0,0.0,0.0,25.08,2.28,0.0
20230123:2003,0.0,0.0,0.0,0.0,24.59,1.38,0.0
20230123:2103,0.0,0.0,0.0,0.0,24.25,1.31,0.0
20230123:2203,0.0,0.0,0.0,0.0,23.92,1.38,0.0
20230123:2303,0.0,0.0,0.0,0.0,23.53,1.45,0.0
20230124:0003,0.0,0.0,0.0,0.0,23.45,1.38,0.0
20230124:0103,0.0,0.0,0.0,0.0,23.25,1.45,0.0
20230124:0203,0.0,0.0,0.0,0.0,23.22,1.24,0.0
20230124:0303,0.0,0.0,0.0,0.0,22.86,1.31,0.0
20230124:0403,108.89,65.31,3.1,8.6,22.95,1.17,0.0
20230124:0503,241.73,106.08,9.75,21.5,25.27,1.72,0.0
20230124:0603,355.68,116.15,16.75,34.67,27.24,2.0,0.0
20230124:0703,442.91,120.72,22.93,47.97,29.59,2.48,0.0
20230124:0803,508.89,122.72,27.82,61.21,31.86,2.55,0.0
20230124:0903,550.53,122.34,30.93,73.87,33.92,2.55,0.0
20230124:1003,564.5,122.75,32.01,81.79,35.62,2.48,0.0
20230124:1103,542.9,128.21,30.78,74.1,36.79,2.48,0.0
20230124:1203,484.04,142.42,27.39,61.46,37.28,2.76,0.0
20230124:1303,421.25,136.55,22.58,48.22,37.02,3.45,0.0
20230124:1403,343.99,123.27,16.61,34.93,35.91,4.48,0.0
20230124:1503,236.77,108.44,9.75,21.75,33.64,5.24,0.0
20230124:1603,100.23,64.31,3.05,8.84,30.84,5.03,0.0
20230124:1703,0.0,0.0,0.0,0.0,28.37,4.07,0.0
20230124:1803,0.0,0.0,0.0,0.0,26.95,3.45,0.0
20230124:1903,0.0,0.0,0.0,0.0,25.94,2.69,0.0
20230124:2003,0.0,0.0,0.0,0.0,25.35,1.72,0.0
20230124:2103,0.0,0.0,0.0,0.0,25.03,1.52,0.0
20230124:2203,0.0,0.0,0.0,0.0,24.65,0.76,0.0
20230124:2303,0.0,0.0,0.0,0.0,24.8,0.21,0.0
20230125:0003,0.0,0.0,0.0,0.0,24.55,1.38,0.0
20230125:0103,0.0,0.0,0.0,0.0,24.39,1.52,0.0
20230125:0203,0.0,0.0,0.0,0.0,24.54,1.66,0.0
20230125:0303,0.0,0.0,0.0,0.0,24.47,2.48,0.0
20230125:0403,42.11,59.69,2.34,8.44,23.98,4.62,0.0
20230125:0503,0.0,90.39,3.1,21.35,23.96,5.72,0.0
20230125:0603,17.54,217.74,8.08,34.53,24.67,5.59,0.0
20230125:0703,226.19,268.44,18.72,47.83,25.32,5.52,0.0
20230125:0803,393.73,207.2,25.48,61.06,26.4,6.62,0.0
20230125:0903,460.54,188.14,29.0,73.68,28.25,6.62,0.0
20230125:1003,438.23,221.16,29.38,81.54,29.72,6.55,0.0
20230125:1103,152.99,412.37,21.62,74.01,30.11,6.55,0.0
20230125:1203,88.91,387.91,17.43,61.42,30.29,6.28,0.0
20230125:1303,341.72,189.67,21.06,48.2,27.77,6.62,0.0
20230125:1403,294.15,148.25,15.67,34.9,26.22,6.83,0.0
20230125:1503,188.28,125.0,9.02,21.71,25.23,6.0,0.0
20230125:1603,97.68,62.77,2.99,8.79,23.99,5.24,0.0
20230125:1703,0.0,0.0,0.0,0.0,23.1,4.76,0.0
20230125:1803,0.0,0.0,0.0,0.0,22.42,4.0,0.0
20230125:1903,0.0,0.0,0.0,0.0,22.17,3.79,0.0
20230125:2003,0.0,0.0,0.0,0.0,21.85,3.31,0.0
20230125:2103,0.0,0.0,0.0,0.0,21.49,3.1,0.0
20230125:2203,0.0,0.0,0.0,0.0,21.45,2.97,0.0
20230125:2303,0.0,0.0,0.0,0.0,21.45,3.1,0.0
20230126:0003,0.0,0.0,0.0,0.0,21.53,3.38,0.0
20230126:0103,0.0,0.0,0.0,0.0,21.43,3.72,0.0
20230126:0203,0.0,0.0,0.0,0.0,21.38,3.52,0.0
20230126:0303,0.0,0.0,0.0,0.0,21.35,3.31,0.0
20230126:0403,16.93,50.12,1.85,8.28,21.39,3.17,0.0
20230126:0503,0.0,36.67,1.26,21.2,21.69,2.83,0.0
20230126:0603,22.99,223.22,8.46,34.39,22.82,3.38,0.0
20230126:0703,229.78,264.6,18.8,47.69,23.87,3.86,0.0
20230126:0803,271.44,300.01,22.99,60.91,25.43,3.86,0.0
20230126:0903,359.84,272.02,27.06,73.5,26.64,3.86,0.0
20230126:1003,418.57,235.59,29.03,81.29,27.7,3.93,0.0
20230126:1103,360.11,271.95,27.09,73.91,28.36,4.07,0.0
20230126:1203,346.65,243.76,24.66,61.38,29.04,4.07,0.0
20230126:1303,241.22,258.21,19.13,48.16,29.08,4.21,0.0
20230126:1403,315.8,131.63,16.02,34.86,28.92,4.28,0.0
20230126:1503,175.56,128.71,8.85,21.67,28.25,4.14,0.0
20230126:1603,58.72,62.44,2.61,8.73,27.0,3.86,0.0
20230126:1703,0.0,0.0,0.0,0.0,25.59,2.97,0.0
20230126:1803,0.0,0.0,0.0,0.0,24.57,2.21,0.0
20230126:1903,0.0,0.0,0.0,0.0,23.69,1.59,0.0
20230126:2003,0.0,0.0,0.0,0.0,23.14,1.31,0.0
20230126:2103,0.0,0.0,0.0,0.0,22.32,1.38,0.0
20230126:2203,0.0,0.0,0.0,0.0,21.6,1.38,0.0
20230126:2303,0.0,0.0,0.0,0.0,21.42,1.24,0.0
20230127:0003,0.0,0.0,0.0,0.0,21.04,1.24,0.0
20230127:0103,0.0,0.0,0.0,0.0,20.8,1.24,0.0
20230127:0203,0.0,0.0,0.0,0.0,20.62,1.24,0.0
20230127:0303,0.0,0.0,0.0,0.0,20.37,1.24,0.0
20230127:0403,0.0,17.91,0.62,8.12,20.77,0.97,0.0
20230127:0503,26.07,139.67,5.42,21.05,23.31,1.52,0.0
20230127:0603,12.62,207.98,7.59,34.24,24.85,2.0,0.0
20230127:0703,0.68,214.05,7.38,47.55,26.12,1.79,0.0
20230127:0803,22.03,353.84,13.18,60.76,27.22,2.0,0.0
20230127:0903,247.46,356.61,24.49,73.31,27.87,2.41,0.0
20230127:1003,434.18,219.34,29.38,81.03,29.16,2.69,0.0
20230127:1103,254.42,352.01,24.69,73.81,29.87,2.9,0.0
20230127:1203,264.28,304.68,22.93,61.33,30.15,3.31,0.0
20230127:1303,223.4,269.13,18.8,48.12,29.67,3.59,0.0
20230127:1403,161.89,220.85,13.36,34.82,29.5,3.52,0.0
20230127:1503,245.0,97.05,9.81,21.62,28.91,3.45,0.0
20230127:1603,84.62,62.95,2.87,8.67,27.58,3.38,0.0
20230127:1703,0.0,0.0,0.0,0.0,25.94,2.83,0.0
20230127:1803,0.0,0.0,0.0,0.0,24.71,2.07,0.0
20230127:1903,0.0,0.0,0.0,0.0,24.09,1.66,0.0
20230127:2003,0.0,0.0,0.0,0.0,23.33,1.24,0.0
20230127:2103,0.0,0.0,0.0,0.0,22.36,1.17,0.0
20230127:2203,0.0,0.0,0.0,0.0,21.97,1.1,0.0
20230127:2303,0.0,0.0,0.0,0.0,21.52,1.17,0.0
20230128:0003,0.0,0.0,0.0,0.0,21.33,1.1,0.0
20230128:0103,0.0,0.0,0.0,0.0,21.56,0.97,0.0
20230128:0203,0.0,0.0,0.0,0.0,21.34,0.97,0.0
20230128:0303,0.0,0.0,0.0,0.0,21.28,0.97,0.0
20230128:0403,85.56,59.14,2.67,7.95,21.32,0.9,0.0
20230128:0503,230.39,100.16,9.4,20.9,23.95,0.83,0.0
20230128:0603,338.72,113.19,16.34,34.1,26.05,0.9,0.0
20230128:0703,426.61,117.03,22.55,47.41,28.05,0.9,0.0
20230128:0803,487.49,121.78,27.33,60.61,30.11,1.31,0.0
20230128:0903,528.81,122.24,30.46,73.11,31.96,1.52,0.0
20230128:1003,543.13,121.87,31.54,80.77,33.47,1.66,0.0
20230128:1103,522.13,128.02,30.37,73.69,34.52,1.72,0.0
20230128:1203,482.33,126.73,27.33,61.27,35.05,2.0,0.0
20230128:1303,423.68,120.25,22.64,48.08,35.02,2.69,0.0
20230128:1403,341.69,112.67,16.58,34.77,34.21,3.38,0.0
20230128:1503,221.79,106.72,9.52,21.56,32.55,3.86,0.0
20230128:1603,90.23,61.75,2.9,8.6,30.13,3.72,0.0
20230128:1703,0.0,0.0,0.0,0.0,27.72,2.9,0.0
20230128:1803,0.0,0.0,0.0,0.0,26.14,2.28,0.0
20230128:1903,0.0,0.0,0.0,0.0,25.48,1.72,0.0
20230128:2003,0.0,0.0,0.0,0.0,24.91,1.31,0.0
20230128:2103,0.0,0.0,0.0,0.0,24.35,1.86,0.0
20230128:2203,0.0,0.0,0.0,0.0,23.96,2.21,0.0
20230128:2303,0.0,0.0,0.0,0.0,23.83,2.21,0.0
20230129:0003,0.0,0.0,0.0,0.0,23.92,2.62,0.0
20230129:0103,0.0,0.0,0.0,0.0,23.95,3.72,0.0
20230129:0203,0.0,0.0,0.0,0.0,23.88,4.55,0.0
20230129:0303,0.0,0.0,0.0,0.0,23.76,4.69,0.0
20230129:0403,70.95,57.91,2.49,7.79,23.91,4.07,0.0
20230129:0503,0.0,28.14,0.97,20.75,24.56,5.38,0.0
20230129:0603,0.0,87.83,3.02,33.96,25.75,7.03,0.0
20230129:0703,5.39,249.09,8.79,47.27,25.27,5.72,0.0
20230129:0803,36.09,366.44,14.29,60.46,25.85,5.59,0.0
20230129:0903,0.0,175.66,6.03,72.92,27.13,5.86,0.0
20230129:1003,10.01,365.59,13.06,80.5,28.43,6.55,0.0
20230129:1103,4.77,329.07,11.54,73.57,28.28,6.34,0.0
20230129:1203,0.0,146.67,5.04,61.2,27.78,6.41,0.0
20230129:1303,0.0,74.19,2.55,48.03,26.33,6.07,0.0
20230129:1403,5.4,187.87,6.65,34.72,25.83,5.93,0.0
20230129:1503,3.03,107.72,3.78,21.5,24.52,5.86,0.0
20230129:1603,0.0,23.88,0.82,8.52,23.27,5.52,0.0
20230129:1703,0.0,0.0,0.0,0.0,22.26,4.69,0.0
20230129:1803,0.0,0.0,0.0,0.0,21.82,4.41,0.0
20230129:1903,0.0,0.0,0.0,0.0,21.52,3.93,0.0
20230129:2003,0.0,0.0,0.0,0.0,21.39,3.86,0.0
20230129:2103,0.0,0.0,0.0,0.0,21.2,3.72,0.0
20230129:2203,0.0,0.0,0.0,0.0,20.99,3.59,0.0
20230129:2303,0.0,0.0,0.0,0.0,20.72,3.1,0.0
20230130:0003,0.0,0.0,0.0,0.0,20.58,3.1,0.0
20230130:0103,0.0,0.0,0.0,0.0,20.41,3.03,0.0
20230130:0203,0.0,0.0,0.0,0.0,20.29,2.83,0.0
20230130:0303,0.0,0.0,0.0,0.0,20.25,2.48,0.0
20230130:0403,0.0,9.38,0.32,7.63,20.29,2.34,0.0
20230130:0503,0.0,23.88,0.82,20.6,20.74,2.48,0.0
20230130:0603,0.0,104.89,3.6,33.82,21.35,2.34,0.0
20230130:0703,378.58,142.1,21.53,47.12,23.09,2.48,0.0
20230130:0803,194.81,339.62,21.0,60.31,24.32,1.93,0.0
20230130:0903,15.43,373.16,13.59,72.72,25.11,1.45,0.0
20230130:1003,0.0,130.47,4.48,80.23,25.48,1.52,0.0
20230130:1103,0.0,130.47,4.48,73.43,25.41,1.93,0.0
20230130:1203,0.0,239.62,8.23,61.13,25.25,2.34,0.0
20230130:1303,0.0,125.35,4.31,47.97,25.07,2.55,0.0
20230130:1403,22.19,222.95,8.46,34.66,24.81,2.76,0.0
20230130:1503,0.0,62.25,2.14,21.44,24.47,2.97,0.0
20230130:1603,0.0,32.4,1.11,8.44,23.89,3.03,0.0
20230130:1703,0.0,0.0,0.0,0.0,23.05,2.41,0.0
20230130:1803,0.0,0.0,0.0,0.0,22.39,2.07,0.0
20230130:1903,0.0,0.0,0.0,0.0,22.5,1.93,0.0
20230130:2003,0.0,0.0,0.0,0.0,22.45,1.59,0.0
20230130:2103,0.0,0.0,0.0,0.0,22.42,1.17,0.0
20230130:2203,0.0,0.0,0.0,0.0,22.44,0.83,0.0
20230130:2303,0.0,0.0,0.0,0.0,22.44,0.34,0.0
20230131:0003,0.0,0.0,0.0,0.0,22.51,0.28,0.0
20230131:0103,0.0,0.0,0.0,0.0,22.49,0.48,0.0
20230131:0203,0.0,0.0,0.0,0.0,22.38,0.41,0.0
20230131:0303,0.0,0.0,0.0,0.0,22.35,0.28,0.0
20230131:0403,0.0,6.82,0.23,7.47,22.1,0.48,0.0
20230131:0503,0.0,52.02,1.79,20.46,22.92,0.97,0.0
20230131:0603,0.77,150.11,5.18,33.68,24.78,2.41,0.0
20230131:0703,17.31,282.53,10.46,46.98,26.6,1.24,0.0
20230131:0803,77.45,378.48,16.72,60.15,28.61,1.45,0.0
20230131:0903,342.06,267.48,26.59,72.52,30.06,1.66,0.0
20230131:1003,192.62,394.32,23.49,79.95,31.19,1.79,0.0
20230131:1103,0.0,265.2,9.11,73.29,31.9,2.21,0.0
20230131:1203,133.47,369.56,19.16,61.05,32.2,2.97,0.0
20230131:1303,60.15,317.19,13.53,47.9,29.8,3.79,0.0
20230131:1403,0.0,147.52,5.07,34.6,27.38,4.07,0.0
20230131:1503,0.0,91.24,3.13,21.37,27.23,3.72,0.0
20230131:1603,7.91,43.07,1.55,8.36,26.17,2.97,0.0
20230131:1703,0.0,0.0,0.0,0.0,25.12,3.03,0.0
20230131:1803,0.0,0.0,0.0,0.0,24.51,2.97,0.0
20230131:1903,0.0,0.0,0.0,0.0,24.58,2.97,0.0
20230131:2003,0.0,0.0,0.0,0.0,24.32,3.52,0.0
20230131:2103,0.0,0.0,0.0,0.0,24.13,3.1,0.0
20230131:2203,0.0,0.0,0.0,0.0,23.93,3.1,0.0
20230131:2303,0.0,0.0,0.0,0.0,23.52,3.03,0.0
20230201:0003,0.0,0.0,0.0,0.0,23.19,2.69,0.0
20230201:0103,0.0,0.0,0.0,0.0,22.79,2.55,0.0
20230201:0203,0.0,0.0,0.0,0.0,22.58,2.69,0.0
20230201:0303,0.0,0.0,0.0,0.0,22.41,2.76,0.0
20230201:0403,0.0,5.97,0.21,7.31,22.27,3.03,0.0
20230201:0503,0.0,51.16,1.76,20.31,22.36,3.03,0.0
20230201:0603,0.0,55.43,1.9,33.54,22.92,3.86,0.0
20230201:0703,0.0,172.25,5.92,46.84,23.09,4.0,0.0
20230201:0803,9.16,316.26,11.31,59.99,23.68,4.62,0.0
20230201:0903,228.0,352.48,23.78,72.31,25.05,4.69,0.0
20230201:1003,14.46,379.03,13.77,79.67,25.88,4.69,0.0
20230201:1103,0.0,202.1,6.94,73.14,26.9,4.9,0.0
20230201:1203,46.83,373.63,15.11,60.96,27.27,4.9,0.0
20230201:1303,0.0,108.3,3.72,47.84,27.04,4.83,0.0
20230201:1403,0.0,41.78,1.44,34.53,26.58,4.48,0.0
20230201:1503,8.87,122.83,4.45,21.29,25.87,4.41,0.0
20230201:1603,0.0,13.64,0.47,8.27,25.24,3.66,0.0
20230201:1703,0.0,0.0,0.0,0.0,24.4,2.83,0.0
20230201:1803,0.0,0.0,0.0,0.0,23.86,2.55,0.0
20230201:1903,0.0,0.0,0.0,0.0,23.19,2.55,0.0
20230201:2003,0.0,0.0,0.0,0.0,22.94,2.76,0.0
20230201:2103,0.0,0.0,0.0,0.0,22.81,2.55,0.0
20230201:2203,0.0,0.0,0.0,0.0,22.8,2.55,0.0
20230201:2303,0.0,0.0,0.0,0.0,22.65,2.41,0.0
20230202:0003,0.0,0.0,0.0,0.0,22.67,2.41,0.0
20230202:0103,0.0,0.0,0.0,0.0,22.72,2.62,0.0
20230202:0203,0.0,0.0,0.0,0.0,22.68,2.62,0.0
20230202:0303,0.0,0.0,0.0,0.0,22.8,2.34,0.0
20230202:0403,0.0,9.38,0.32,7.15,22.95,2.28,0.0
20230202:0503,31.28,135.01,5.42,20.16,23.7,3.17,0.0
20230202:0603,15.94,207.19,7.7,33.39,25.27,4.07,0.0
20230202:0703,165.54,282.99,17.08,46.7,26.67,3.66,0.0
20230202:0803,98.3,374.23,17.66,59.84,27.61,3.1,0.0
20230202:0903,0.0,187.6,6.44,72.1,28.7,2.83,0.0
20230202:1003,2.3,317.16,11.01,79.38,30.34,2.28,0.0
20230202:1103,399.3,211.74,27.91,72.98,31.04,2.28,0.0
20230202:1203,428.88,146.61,26.21,60.87,31.15,2.83,0.0
20230202:1303,167.44,286.82,17.37,47.76,28.47,2.83,0.0
20230202:1403,0.0,41.78,1.44,34.46,26.49,2.48,0.0
20230202:1503,0.0,24.73,0.85,21.21,26.13,2.21,0.0
20230202:1603,0.0,10.23,0.35,8.18,24.95,1.31,0.0
